Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
All Killed and Injured Casualties,2008,18 - 20 years,Male,Car drivers,Number,255
All Killed and Injured Casualties,2008,18 - 20 years,Male,Car passengers,Number,182
All Killed and Injured Casualties,2008,18 - 20 years,Male,Other road users,Number,59
All Killed and Injured Casualties,2008,18 - 20 years,Female,All road users,Number,371
All Killed and Injured Casualties,2008,18 - 20 years,Female,Pedestrians,Number,27
All Killed and Injured Casualties,2008,18 - 20 years,Female,Pedal cyclists,Number,3
All Killed and Injured Casualties,2008,18 - 20 years,Female,Motor cyclists,Number,1
All Killed and Injured Casualties,2008,18 - 20 years,Female,All Car users,Number,330
All Killed and Injured Casualties,2008,18 - 20 years,Female,Car drivers,Number,158
All Killed and Injured Casualties,2008,18 - 20 years,Female,Car passengers,Number,172
All Killed and Injured Casualties,2008,18 - 20 years,Female,Other road users,Number,10
All Killed and Injured Casualties,2008,21 - 24 years,Male,All road users,Number,579
All Killed and Injured Casualties,2008,21 - 24 years,Male,Pedestrians,Number,40
All Killed and Injured Casualties,2008,21 - 24 years,Male,Pedal cyclists,Number,18
All Killed and Injured Casualties,2008,21 - 24 years,Male,Motor cyclists,Number,56
All Killed and Injured Casualties,2008,21 - 24 years,Male,All Car users,Number,411
All Killed and Injured Casualties,2008,21 - 24 years,Male,Car drivers,Number,243
All Killed and Injured Casualties,2008,21 - 24 years,Male,Car passengers,Number,168
All Killed and Injured Casualties,2008,21 - 24 years,Male,Other road users,Number,54
All Killed and Injured Casualties,2008,21 - 24 years,Female,All road users,Number,457
All Killed and Injured Casualties,2008,21 - 24 years,Female,Pedestrians,Number,32
All Killed and Injured Casualties,2008,21 - 24 years,Female,Pedal cyclists,Number,9
All Killed and Injured Casualties,2008,21 - 24 years,Female,Motor cyclists,Number,3
All Killed and Injured Casualties,2008,21 - 24 years,Female,All Car users,Number,398
All Killed and Injured Casualties,2008,21 - 24 years,Female,Car drivers,Number,238
All Killed and Injured Casualties,2008,21 - 24 years,Female,Car passengers,Number,160
All Killed and Injured Casualties,2008,21 - 24 years,Female,Other road users,Number,15
All Killed and Injured Casualties,2008,25 - 34 years,Male,All road users,Number,1150
All Killed and Injured Casualties,2008,25 - 34 years,Male,Pedestrians,Number,97
All Killed and Injured Casualties,2008,25 - 34 years,Male,Pedal cyclists,Number,68
All Killed and Injured Casualties,2008,25 - 34 years,Male,Motor cyclists,Number,122
All Killed and Injured Casualties,2008,25 - 34 years,Male,All Car users,Number,691
All Killed and Injured Casualties,2008,25 - 34 years,Male,Car drivers,Number,490
All Killed and Injured Casualties,2008,25 - 34 years,Male,Car passengers,Number,201
All Killed and Injured Casualties,2008,25 - 34 years,Male,Other road users,Number,172
All Killed and Injured Casualties,2008,25 - 34 years,Female,All road users,Number,818
All Killed and Injured Casualties,2008,25 - 34 years,Female,Pedestrians,Number,58
All Killed and Injured Casualties,2008,25 - 34 years,Female,Pedal cyclists,Number,31
All Killed and Injured Casualties,2008,25 - 34 years,Female,Motor cyclists,Number,14
All Killed and Injured Casualties,2008,25 - 34 years,Female,All Car users,Number,686
All Killed and Injured Casualties,2008,25 - 34 years,Female,Car drivers,Number,472
All Killed and Injured Casualties,2008,25 - 34 years,Female,Car passengers,Number,214
All Killed and Injured Casualties,2008,25 - 34 years,Female,Other road users,Number,29
All Killed and Injured Casualties,2008,35 - 44 years,Male,All road users,Number,730
All Killed and Injured Casualties,2008,35 - 44 years,Male,Pedestrians,Number,71
All Killed and Injured Casualties,2008,35 - 44 years,Male,Pedal cyclists,Number,37
All Killed and Injured Casualties,2008,35 - 44 years,Male,Motor cyclists,Number,96
All Killed and Injured Casualties,2008,35 - 44 years,Male,All Car users,Number,416
All Killed and Injured Casualties,2008,35 - 44 years,Male,Car drivers,Number,327
All Killed and Injured Casualties,2008,35 - 44 years,Male,Car passengers,Number,89
All Killed and Injured Casualties,2008,35 - 44 years,Male,Other road users,Number,110
All Killed and Injured Casualties,2008,35 - 44 years,Female,All road users,Number,477
All Killed and Injured Casualties,2008,35 - 44 years,Female,Pedestrians,Number,46
All Killed and Injured Casualties,2008,35 - 44 years,Female,Pedal cyclists,Number,11
All Killed and Injured Casualties,2008,35 - 44 years,Female,Motor cyclists,Number,6
All Killed and Injured Casualties,2008,35 - 44 years,Female,All Car users,Number,401
All Killed and Injured Casualties,2008,35 - 44 years,Female,Car drivers,Number,287
All Killed and Injured Casualties,2008,35 - 44 years,Female,Car passengers,Number,114
All Killed and Injured Casualties,2008,35 - 44 years,Female,Other road users,Number,13
All Killed and Injured Casualties,2008,45 - 54 years,Male,All road users,Number,441
All Killed and Injured Casualties,2008,45 - 54 years,Male,Pedestrians,Number,51
All Killed and Injured Casualties,2008,45 - 54 years,Male,Pedal cyclists,Number,24
All Killed and Injured Casualties,2008,45 - 54 years,Male,Motor cyclists,Number,48
All Killed and Injured Casualties,2008,45 - 54 years,Male,All Car users,Number,240
All Killed and Injured Casualties,2008,45 - 54 years,Male,Car drivers,Number,198
All Killed and Injured Casualties,2008,45 - 54 years,Male,Car passengers,Number,42
All Killed and Injured Casualties,2008,45 - 54 years,Male,Other road users,Number,78
All Killed and Injured Casualties,2008,45 - 54 years,Female,All road users,Number,394
All Killed and Injured Casualties,2008,45 - 54 years,Female,Pedestrians,Number,40
All Killed and Injured Casualties,2008,45 - 54 years,Female,Pedal cyclists,Number,10
All Killed and Injured Casualties,2008,45 - 54 years,Female,Motor cyclists,Number,6
All Killed and Injured Casualties,2008,45 - 54 years,Female,All Car users,Number,319
All Killed and Injured Casualties,2008,45 - 54 years,Female,Car drivers,Number,217
All Killed and Injured Casualties,2008,45 - 54 years,Female,Car passengers,Number,102
All Killed and Injured Casualties,2008,45 - 54 years,Female,Other road users,Number,19
All Killed and Injured Casualties,2008,55 - 64 years,Male,All road users,Number,316
All Killed and Injured Casualties,2008,55 - 64 years,Male,Pedestrians,Number,44
All Killed and Injured Casualties,2008,55 - 64 years,Male,Pedal cyclists,Number,20
All Killed and Injured Casualties,2008,55 - 64 years,Male,Motor cyclists,Number,11
All Killed and Injured Casualties,2008,55 - 64 years,Male,All Car users,Number,186
All Killed and Injured Casualties,2008,55 - 64 years,Male,Car drivers,Number,149
All Killed and Injured Casualties,2008,55 - 64 years,Male,Car passengers,Number,37
All Killed and Injured Casualties,2008,55 - 64 years,Male,Other road users,Number,55
All Killed and Injured Casualties,2008,55 - 64 years,Female,All road users,Number,262
All Killed and Injured Casualties,2008,55 - 64 years,Female,Pedestrians,Number,44
All Killed and Injured Casualties,2008,55 - 64 years,Female,Pedal cyclists,Number,4
All Killed and Injured Casualties,2008,55 - 64 years,Female,Motor cyclists,Number,2
All Killed and Injured Casualties,2008,55 - 64 years,Female,All Car users,Number,203
All Killed and Injured Casualties,2008,55 - 64 years,Female,Car drivers,Number,108
All Killed and Injured Casualties,2008,55 - 64 years,Female,Car passengers,Number,95
All Killed and Injured Casualties,2008,55 - 64 years,Female,Other road users,Number,9
All Killed and Injured Casualties,2008,65 years and over,Male,All road users,Number,317
All Killed and Injured Casualties,2008,65 years and over,Male,Pedestrians,Number,65
All Killed and Injured Casualties,2008,65 years and over,Male,Pedal cyclists,Number,11
All Killed and Injured Casualties,2008,65 years and over,Male,Motor cyclists,Number,5
All Killed and Injured Casualties,2008,65 years and over,Male,All Car users,Number,209
All Killed and Injured Casualties,2008,65 years and over,Male,Car drivers,Number,176
All Killed and Injured Casualties,2008,65 years and over,Male,Car passengers,Number,33
All Killed and Injured Casualties,2008,65 years and over,Male,Other road users,Number,27
All Killed and Injured Casualties,2008,65 years and over,Female,All road users,Number,317
All Killed and Injured Casualties,2008,65 years and over,Female,Pedestrians,Number,92
All Killed and Injured Casualties,2008,65 years and over,Female,Pedal cyclists,Number,5
All Killed and Injured Casualties,2008,65 years and over,Female,Motor cyclists,Number,0
All Killed and Injured Casualties,2008,65 years and over,Female,All Car users,Number,213
All Killed and Injured Casualties,2008,65 years and over,Female,Car drivers,Number,100
All Killed and Injured Casualties,2008,65 years and over,Female,Car passengers,Number,113
All Killed and Injured Casualties,2008,65 years and over,Female,Other road users,Number,7
All Killed and Injured Casualties,2008,Age unknown,Male,All road users,Number,575
All Killed and Injured Casualties,2008,Age unknown,Male,Pedestrians,Number,19
All Killed and Injured Casualties,2008,Age unknown,Male,Pedal cyclists,Number,11
All Killed and Injured Casualties,2008,Age unknown,Male,Motor cyclists,Number,80
All Killed and Injured Casualties,2008,Age unknown,Male,All Car users,Number,390
All Killed and Injured Casualties,2008,Age unknown,Male,Car drivers,Number,358
All Killed and Injured Casualties,2008,Age unknown,Male,Car passengers,Number,32
All Killed and Injured Casualties,2008,Age unknown,Male,Other road users,Number,75
All Killed and Injured Casualties,2008,Age unknown,Female,All road users,Number,356
All Killed and Injured Casualties,2008,Age unknown,Female,Pedestrians,Number,25
All Killed and Injured Casualties,2008,Age unknown,Female,Pedal cyclists,Number,8
All Killed and Injured Casualties,2008,Age unknown,Female,Motor cyclists,Number,3
All Killed and Injured Casualties,2008,Age unknown,Female,All Car users,Number,312
All Killed and Injured Casualties,2008,Age unknown,Female,Car drivers,Number,293
All Killed and Injured Casualties,2008,Age unknown,Female,Car passengers,Number,19
All Killed and Injured Casualties,2008,Age unknown,Female,Other road users,Number,8
All Killed and Injured Casualties,2009,All ages,Male,All road users,Number,5424
All Killed and Injured Casualties,2009,All ages,Male,Pedestrians,Number,618
All Killed and Injured Casualties,2009,All ages,Male,Pedal cyclists,Number,284
All Killed and Injured Casualties,2009,All ages,Male,Motor cyclists,Number,416
All Killed and Injured Casualties,2009,All ages,Male,All Car users,Number,3526
All Killed and Injured Casualties,2009,All ages,Male,Car drivers,Number,2231
All Killed and Injured Casualties,2009,All ages,Male,Car passengers,Number,1295
All Killed and Injured Casualties,2009,All ages,Male,Other road users,Number,580
All Killed and Injured Casualties,2009,All ages,Female,All road users,Number,4018
All Killed and Injured Casualties,2009,All ages,Female,Pedestrians,Number,475
All Killed and Injured Casualties,2009,All ages,Female,Pedal cyclists,Number,77
All Killed and Injured Casualties,2009,All ages,Female,Motor cyclists,Number,29
All Killed and Injured Casualties,2009,All ages,Female,All Car users,Number,3320
All Killed and Injured Casualties,2009,All ages,Female,Car drivers,Number,1940
All Killed and Injured Casualties,2009,All ages,Female,Car passengers,Number,1380
All Killed and Injured Casualties,2009,All ages,Female,Other road users,Number,117
All Killed and Injured Casualties,2009,0 - 5 years,Male,All road users,Number,129
All Killed and Injured Casualties,2009,0 - 5 years,Male,Pedestrians,Number,38
All Killed and Injured Casualties,2009,0 - 5 years,Male,Pedal cyclists,Number,2
All Killed and Injured Casualties,2009,0 - 5 years,Male,Motor cyclists,Number,0
All Killed and Injured Casualties,2009,0 - 5 years,Male,All Car users,Number,87
All Killed and Injured Casualties,2009,0 - 5 years,Male,Car drivers,Number,0
All Killed and Injured Casualties,2009,0 - 5 years,Male,Car passengers,Number,87
All Killed and Injured Casualties,2009,0 - 5 years,Male,Other road users,Number,2
All Killed and Injured Casualties,2009,0 - 5 years,Female,All road users,Number,126
All Killed and Injured Casualties,2009,0 - 5 years,Female,Pedestrians,Number,24
All Killed and Injured Casualties,2009,0 - 5 years,Female,Pedal cyclists,Number,1
All Killed and Injured Casualties,2009,0 - 5 years,Female,Motor cyclists,Number,0
All Killed and Injured Casualties,2009,0 - 5 years,Female,All Car users,Number,100
All Killed and Injured Casualties,2009,0 - 5 years,Female,Car drivers,Number,0
All Killed and Injured Casualties,2009,0 - 5 years,Female,Car passengers,Number,100
All Killed and Injured Casualties,2009,0 - 5 years,Female,Other road users,Number,1
All Killed and Injured Casualties,2009,6 - 9 years,Male,All road users,Number,128
All Killed and Injured Casualties,2009,6 - 9 years,Male,Pedestrians,Number,49
All Killed and Injured Casualties,2009,6 - 9 years,Male,Pedal cyclists,Number,4
All Killed and Injured Casualties,2009,6 - 9 years,Male,Motor cyclists,Number,1
All Killed and Injured Casualties,2009,6 - 9 years,Male,All Car users,Number,71
All Killed and Injured Casualties,2009,6 - 9 years,Male,Car drivers,Number,0
All Killed and Injured Casualties,2009,6 - 9 years,Male,Car passengers,Number,71
All Killed and Injured Casualties,2009,6 - 9 years,Male,Other road users,Number,3
All Killed and Injured Casualties,2009,6 - 9 years,Female,All road users,Number,103
All Killed and Injured Casualties,2009,6 - 9 years,Female,Pedestrians,Number,28
All Killed and Injured Casualties,2009,6 - 9 years,Female,Pedal cyclists,Number,5
All Killed and Injured Casualties,2009,6 - 9 years,Female,Motor cyclists,Number,0
All Killed and Injured Casualties,2009,6 - 9 years,Female,All Car users,Number,65
All Killed and Injured Casualties,2009,6 - 9 years,Female,Car drivers,Number,0
All Killed and Injured Casualties,2009,6 - 9 years,Female,Car passengers,Number,65
All Killed and Injured Casualties,2009,6 - 9 years,Female,Other road users,Number,5
All Killed and Injured Casualties,2009,10 - 14 years,Male,All road users,Number,180
All Killed and Injured Casualties,2009,10 - 14 years,Male,Pedestrians,Number,58
All Killed and Injured Casualties,2009,10 - 14 years,Male,Pedal cyclists,Number,31
All Killed and Injured Casualties,2009,10 - 14 years,Male,Motor cyclists,Number,2
All Killed and Injured Casualties,2009,10 - 14 years,Male,All Car users,Number,78
All Killed and Injured Casualties,2009,10 - 14 years,Male,Car drivers,Number,3
All Killed and Injured Casualties,2009,10 - 14 years,Male,Car passengers,Number,75
All Killed and Injured Casualties,2009,10 - 14 years,Male,Other road users,Number,11
All Killed and Injured Casualties,2009,10 - 14 years,Female,All road users,Number,148
All Killed and Injured Casualties,2009,10 - 14 years,Female,Pedestrians,Number,45
All Killed and Injured Casualties,2009,10 - 14 years,Female,Pedal cyclists,Number,5
All Killed and Injured Casualties,2009,10 - 14 years,Female,Motor cyclists,Number,0
All Killed and Injured Casualties,2009,10 - 14 years,Female,All Car users,Number,94
All Killed and Injured Casualties,2009,10 - 14 years,Female,Car drivers,Number,1
All Killed and Injured Casualties,2009,10 - 14 years,Female,Car passengers,Number,93
All Killed and Injured Casualties,2009,10 - 14 years,Female,Other road users,Number,4
All Killed and Injured Casualties,2009,15 - 17 years,Male,All road users,Number,262
All Killed and Injured Casualties,2009,15 - 17 years,Male,Pedestrians,Number,26
All Killed and Injured Casualties,2009,15 - 17 years,Male,Pedal cyclists,Number,26
All Killed and Injured Casualties,2009,15 - 17 years,Male,Motor cyclists,Number,18
All Killed and Injured Casualties,2009,15 - 17 years,Male,All Car users,Number,174
All Killed and Injured Casualties,2009,15 - 17 years,Male,Car drivers,Number,52
All Killed and Injured Casualties,2009,15 - 17 years,Male,Car passengers,Number,122
All Killed and Injured Casualties,2009,15 - 17 years,Male,Other road users,Number,18
All Killed and Injured Casualties,2009,15 - 17 years,Female,All road users,Number,171
All Killed and Injured Casualties,2009,15 - 17 years,Female,Pedestrians,Number,43
All Killed and Injured Casualties,2009,15 - 17 years,Female,Pedal cyclists,Number,2
All Killed and Injured Casualties,2009,15 - 17 years,Female,Motor cyclists,Number,4
All Killed and Injured Casualties,2009,15 - 17 years,Female,All Car users,Number,121
All Killed and Injured Casualties,2009,15 - 17 years,Female,Car drivers,Number,18
All Killed and Injured Casualties,2009,15 - 17 years,Female,Car passengers,Number,103
All Killed and Injured Casualties,2009,15 - 17 years,Female,Other road users,Number,1
All Killed and Injured Casualties,2009,18 - 20 years,Male,All road users,Number,629
All Killed and Injured Casualties,2009,18 - 20 years,Male,Pedestrians,Number,42
All Killed and Injured Casualties,2009,18 - 20 years,Male,Pedal cyclists,Number,11
All Killed and Injured Casualties,2009,18 - 20 years,Male,Motor cyclists,Number,20
All Killed and Injured Casualties,2009,18 - 20 years,Male,All Car users,Number,510
All Killed and Injured Casualties,2009,18 - 20 years,Male,Car drivers,Number,272
All Killed and Injured Casualties,2009,18 - 20 years,Male,Car passengers,Number,238
All Killed and Injured Casualties,2009,18 - 20 years,Male,Other road users,Number,46
All Killed and Injured Casualties,2009,18 - 20 years,Female,All road users,Number,384
All Killed and Injured Casualties,2009,18 - 20 years,Female,Pedestrians,Number,34
All Killed and Injured Casualties,2009,18 - 20 years,Female,Pedal cyclists,Number,1
All Killed and Injured Casualties,2009,18 - 20 years,Female,Motor cyclists,Number,2
All Killed and Injured Casualties,2009,18 - 20 years,Female,All Car users,Number,337
All Killed and Injured Casualties,2009,18 - 20 years,Female,Car drivers,Number,164
All Killed and Injured Casualties,2009,18 - 20 years,Female,Car passengers,Number,173
All Killed and Injured Casualties,2009,18 - 20 years,Female,Other road users,Number,10
All Killed and Injured Casualties,2009,21 - 24 years,Male,All road users,Number,667
All Killed and Injured Casualties,2009,21 - 24 years,Male,Pedestrians,Number,59
All Killed and Injured Casualties,2009,21 - 24 years,Male,Pedal cyclists,Number,20
All Killed and Injured Casualties,2009,21 - 24 years,Male,Motor cyclists,Number,52
All Killed and Injured Casualties,2009,21 - 24 years,Male,All Car users,Number,474
All Killed and Injured Casualties,2009,21 - 24 years,Male,Car drivers,Number,270
All Killed and Injured Casualties,2009,21 - 24 years,Male,Car passengers,Number,204
All Killed and Injured Casualties,2009,21 - 24 years,Male,Other road users,Number,62
All Killed and Injured Casualties,2009,21 - 24 years,Female,All road users,Number,456
All Killed and Injured Casualties,2009,21 - 24 years,Female,Pedestrians,Number,27
All Killed and Injured Casualties,2009,21 - 24 years,Female,Pedal cyclists,Number,8
All Killed and Injured Casualties,2009,21 - 24 years,Female,Motor cyclists,Number,3
All Killed and Injured Casualties,2009,21 - 24 years,Female,All Car users,Number,402
All Killed and Injured Casualties,2009,21 - 24 years,Female,Car drivers,Number,231
All Killed and Injured Casualties,2009,21 - 24 years,Female,Car passengers,Number,171
All Killed and Injured Casualties,2009,21 - 24 years,Female,Other road users,Number,16
All Killed and Injured Casualties,2009,25 - 34 years,Male,All road users,Number,1248
All Killed and Injured Casualties,2009,25 - 34 years,Male,Pedestrians,Number,85
All Killed and Injured Casualties,2009,25 - 34 years,Male,Pedal cyclists,Number,62
All Killed and Injured Casualties,2009,25 - 34 years,Male,Motor cyclists,Number,136
All Killed and Injured Casualties,2009,25 - 34 years,Male,All Car users,Number,836
All Killed and Injured Casualties,2009,25 - 34 years,Male,Car drivers,Number,579
All Killed and Injured Casualties,2009,25 - 34 years,Male,Car passengers,Number,257
All Killed and Injured Casualties,2009,25 - 34 years,Male,Other road users,Number,129
All Killed and Injured Casualties,2009,25 - 34 years,Female,All road users,Number,883
All Killed and Injured Casualties,2009,25 - 34 years,Female,Pedestrians,Number,74
All Killed and Injured Casualties,2009,25 - 34 years,Female,Pedal cyclists,Number,30
All Killed and Injured Casualties,2009,25 - 34 years,Female,Motor cyclists,Number,6
All Killed and Injured Casualties,2009,25 - 34 years,Female,All Car users,Number,753
All Killed and Injured Casualties,2009,25 - 34 years,Female,Car drivers,Number,546
All Killed and Injured Casualties,2009,25 - 34 years,Female,Car passengers,Number,207
All Killed and Injured Casualties,2009,25 - 34 years,Female,Other road users,Number,20
All Killed and Injured Casualties,2009,35 - 44 years,Male,All road users,Number,842
All Killed and Injured Casualties,2009,35 - 44 years,Male,Pedestrians,Number,57
All Killed and Injured Casualties,2009,35 - 44 years,Male,Pedal cyclists,Number,53
All Killed and Injured Casualties,2009,35 - 44 years,Male,Motor cyclists,Number,100
All Killed and Injured Casualties,2009,35 - 44 years,Male,All Car users,Number,488
All Killed and Injured Casualties,2009,35 - 44 years,Male,Car drivers,Number,395
All Killed and Injured Casualties,2009,35 - 44 years,Male,Car passengers,Number,93
All Killed and Injured Casualties,2009,35 - 44 years,Male,Other road users,Number,144
All Killed and Injured Casualties,2009,35 - 44 years,Female,All road users,Number,598
All Killed and Injured Casualties,2009,35 - 44 years,Female,Pedestrians,Number,36
All Killed and Injured Casualties,2009,35 - 44 years,Female,Pedal cyclists,Number,14
All Killed and Injured Casualties,2009,35 - 44 years,Female,Motor cyclists,Number,6
All Killed and Injured Casualties,2009,35 - 44 years,Female,All Car users,Number,525
All Killed and Injured Casualties,2009,35 - 44 years,Female,Car drivers,Number,376
All Killed and Injured Casualties,2009,35 - 44 years,Female,Car passengers,Number,149
All Killed and Injured Casualties,2009,35 - 44 years,Female,Other road users,Number,17
All Killed and Injured Casualties,2009,45 - 54 years,Male,All road users,Number,518
All Killed and Injured Casualties,2009,45 - 54 years,Male,Pedestrians,Number,69
All Killed and Injured Casualties,2009,45 - 54 years,Male,Pedal cyclists,Number,36
All Killed and Injured Casualties,2009,45 - 54 years,Male,Motor cyclists,Number,49
All Killed and Injured Casualties,2009,45 - 54 years,Male,All Car users,Number,292
All Killed and Injured Casualties,2009,45 - 54 years,Male,Car drivers,Number,229
All Killed and Injured Casualties,2009,45 - 54 years,Male,Car passengers,Number,63
All Killed and Injured Casualties,2009,45 - 54 years,Male,Other road users,Number,72
All Killed and Injured Casualties,2009,45 - 54 years,Female,All road users,Number,446
All Killed and Injured Casualties,2009,45 - 54 years,Female,Pedestrians,Number,35
All Killed and Injured Casualties,2009,45 - 54 years,Female,Pedal cyclists,Number,3
All Killed and Injured Casualties,2009,45 - 54 years,Female,Motor cyclists,Number,6
All Killed and Injured Casualties,2009,45 - 54 years,Female,All Car users,Number,382
All Killed and Injured Casualties,2009,45 - 54 years,Female,Car drivers,Number,267
All Killed and Injured Casualties,2009,45 - 54 years,Female,Car passengers,Number,115
All Killed and Injured Casualties,2009,45 - 54 years,Female,Other road users,Number,20
All Killed and Injured Casualties,2009,55 - 64 years,Male,All road users,Number,338
All Killed and Injured Casualties,2009,55 - 64 years,Male,Pedestrians,Number,55
All Killed and Injured Casualties,2009,55 - 64 years,Male,Pedal cyclists,Number,23
All Killed and Injured Casualties,2009,55 - 64 years,Male,Motor cyclists,Number,15
All Killed and Injured Casualties,2009,55 - 64 years,Male,All Car users,Number,202
All Killed and Injured Casualties,2009,55 - 64 years,Male,Car drivers,Number,166
All Killed and Injured Casualties,2009,55 - 64 years,Male,Car passengers,Number,36
All Killed and Injured Casualties,2009,55 - 64 years,Male,Other road users,Number,43
All Killed and Injured Casualties,2009,55 - 64 years,Female,All road users,Number,294
All Killed and Injured Casualties,2009,55 - 64 years,Female,Pedestrians,Number,33
All Killed and Injured Casualties,2009,55 - 64 years,Female,Pedal cyclists,Number,7
All Killed and Injured Casualties,2009,55 - 64 years,Female,Motor cyclists,Number,2
All Killed and Injured Casualties,2009,55 - 64 years,Female,All Car users,Number,238
All Killed and Injured Casualties,2009,55 - 64 years,Female,Car drivers,Number,148
All Killed and Injured Casualties,2009,55 - 64 years,Female,Car passengers,Number,90
All Killed and Injured Casualties,2009,55 - 64 years,Female,Other road users,Number,14
All Killed and Injured Casualties,2009,65 years and over,Male,All road users,Number,318
All Killed and Injured Casualties,2009,65 years and over,Male,Pedestrians,Number,67
All Killed and Injured Casualties,2009,65 years and over,Male,Pedal cyclists,Number,10
All Killed and Injured Casualties,2009,65 years and over,Male,Motor cyclists,Number,6
All Killed and Injured Casualties,2009,65 years and over,Male,All Car users,Number,207
All Killed and Injured Casualties,2009,65 years and over,Male,Car drivers,Number,176
All Killed and Injured Casualties,2009,65 years and over,Male,Car passengers,Number,31
All Killed and Injured Casualties,2009,65 years and over,Male,Other road users,Number,28
All Killed and Injured Casualties,2009,65 years and over,Female,All road users,Number,325
All Killed and Injured Casualties,2009,65 years and over,Female,Pedestrians,Number,80
All Killed and Injured Casualties,2009,65 years and over,Female,Pedal cyclists,Number,1
All Killed and Injured Casualties,2009,65 years and over,Female,Motor cyclists,Number,0
All Killed and Injured Casualties,2009,65 years and over,Female,All Car users,Number,236
All Killed and Injured Casualties,2009,65 years and over,Female,Car drivers,Number,132
All Killed and Injured Casualties,2009,65 years and over,Female,Car passengers,Number,104
All Killed and Injured Casualties,2009,65 years and over,Female,Other road users,Number,8
All Killed and Injured Casualties,2009,Age unknown,Male,All road users,Number,165
All Killed and Injured Casualties,2009,Age unknown,Male,Pedestrians,Number,13
All Killed and Injured Casualties,2009,Age unknown,Male,Pedal cyclists,Number,6
All Killed and Injured Casualties,2009,Age unknown,Male,Motor cyclists,Number,17
All Killed and Injured Casualties,2009,Age unknown,Male,All Car users,Number,107
All Killed and Injured Casualties,2009,Age unknown,Male,Car drivers,Number,89
All Killed and Injured Casualties,2009,Age unknown,Male,Car passengers,Number,18
All Killed and Injured Casualties,2009,Age unknown,Male,Other road users,Number,22
All Killed and Injured Casualties,2009,Age unknown,Female,All road users,Number,84
All Killed and Injured Casualties,2009,Age unknown,Female,Pedestrians,Number,16
All Killed and Injured Casualties,2009,Age unknown,Female,Pedal cyclists,Number,0
All Killed and Injured Casualties,2009,Age unknown,Female,Motor cyclists,Number,0
All Killed and Injured Casualties,2009,Age unknown,Female,All Car users,Number,67
All Killed and Injured Casualties,2009,Age unknown,Female,Car drivers,Number,57
All Killed and Injured Casualties,2009,Age unknown,Female,Car passengers,Number,10
All Killed and Injured Casualties,2009,Age unknown,Female,Other road users,Number,1
All Killed and Injured Casualties,2010,All ages,Male,All road users,Number,4571
All Killed and Injured Casualties,2010,All ages,Male,Pedestrians,Number,544
All Killed and Injured Casualties,2010,All ages,Male,Pedal cyclists,Number,291
All Killed and Injured Casualties,2010,All ages,Male,Motor cyclists,Number,360
All Killed and Injured Casualties,2010,All ages,Male,All Car users,Number,2807
All Killed and Injured Casualties,2010,All ages,Male,Car drivers,Number,1762
All Killed and Injured Casualties,2010,All ages,Male,Car passengers,Number,1045
All Killed and Injured Casualties,2010,All ages,Male,Other road users,Number,569
All Killed and Injured Casualties,2010,All ages,Female,All road users,Number,3486
All Killed and Injured Casualties,2010,All ages,Female,Pedestrians,Number,406
All Killed and Injured Casualties,2010,All ages,Female,Pedal cyclists,Number,95
All Killed and Injured Casualties,2010,All ages,Female,Motor cyclists,Number,28
All Killed and Injured Casualties,2010,All ages,Female,All Car users,Number,2832
All Killed and Injured Casualties,2010,All ages,Female,Car drivers,Number,1658
All Killed and Injured Casualties,2010,All ages,Female,Car passengers,Number,1174
All Killed and Injured Casualties,2010,All ages,Female,Other road users,Number,125
All Killed and Injured Casualties,2010,0 - 5 years,Male,All road users,Number,124
All Killed and Injured Casualties,2010,0 - 5 years,Male,Pedestrians,Number,44
All Killed and Injured Casualties,2010,0 - 5 years,Male,Pedal cyclists,Number,5
All Killed and Injured Casualties,2010,0 - 5 years,Male,Motor cyclists,Number,0
All Killed and Injured Casualties,2010,0 - 5 years,Male,All Car users,Number,68
All Killed and Injured Casualties,2010,0 - 5 years,Male,Car drivers,Number,0
All Killed and Injured Casualties,2010,0 - 5 years,Male,Car passengers,Number,68
All Killed and Injured Casualties,2010,0 - 5 years,Male,Other road users,Number,7
All Killed and Injured Casualties,2010,0 - 5 years,Female,All road users,Number,109
All Killed and Injured Casualties,2010,0 - 5 years,Female,Pedestrians,Number,29
All Killed and Injured Casualties,2010,0 - 5 years,Female,Pedal cyclists,Number,3
All Killed and Injured Casualties,2010,0 - 5 years,Female,Motor cyclists,Number,0
All Killed and Injured Casualties,2010,0 - 5 years,Female,All Car users,Number,75
All Killed and Injured Casualties,2010,0 - 5 years,Female,Car drivers,Number,0
All Killed and Injured Casualties,2010,0 - 5 years,Female,Car passengers,Number,75
All Killed and Injured Casualties,2010,0 - 5 years,Female,Other road users,Number,2
All Killed and Injured Casualties,2010,6 - 9 years,Male,All road users,Number,109
All Killed and Injured Casualties,2010,6 - 9 years,Male,Pedestrians,Number,48
All Killed and Injured Casualties,2010,6 - 9 years,Male,Pedal cyclists,Number,9
All Killed and Injured Casualties,2010,6 - 9 years,Male,Motor cyclists,Number,0
All Killed and Injured Casualties,2010,6 - 9 years,Male,All Car users,Number,48
All Killed and Injured Casualties,2010,6 - 9 years,Male,Car drivers,Number,0
All Killed and Injured Casualties,2010,6 - 9 years,Male,Car passengers,Number,48
All Killed and Injured Casualties,2010,6 - 9 years,Male,Other road users,Number,4
